date,open,high,low,close,trop_Su,trop_Mo,trop_Me,trop_Ve,trop_Ma,trop_Ju,trop_Sa,trop_Ra,trop_Ke,ayan_la,sid_Su,sid_Mo,sid_Me,sid_Ve,sid_Ma,sid_Ju,sid_Sa,sid_Ra,sid_Ke,spd_Su,spd_Mo,spd_Me,spd_Ve,spd_Ma,spd_Ju,spd_Sa,spd_Ra,spd_Ke,fwd_ret_1d,fwd_ret_2d,fwd_ret_3d,fwd_ret_5d,fwd_ret_10d,log_ret,range_pct,atr14,outcome_3d,is_strong_bull,is_strong_bear,is_sideways,is_bull,is_high_vol,prior_ret_5d,is_continuation,is_reversal,sign_Su,dg_Su,elem_Su,mod_Su,dig_Su,digsc_Su,degcat_Su,mrityu_Su,sign_Mo,dg_Mo,elem_Mo,mod_Mo,dig_Mo,digsc_Mo,degcat_Mo,mrityu_Mo,sign_Me,dg_Me,elem_Me,mod_Me,dig_Me,digsc_Me,degcat_Me,mrityu_Me,sign_Ve,dg_Ve,elem_Ve,mod_Ve,dig_Ve,digsc_Ve,degcat_Ve,mrityu_Ve,sign_Ma,dg_Ma,elem_Ma,mod_Ma,dig_Ma,digsc_Ma,degcat_Ma,mrityu_Ma,sign_Ju,dg_Ju,elem_Ju,mod_Ju,dig_Ju,digsc_Ju,degcat_Ju,mrityu_Ju,sign_Sa,dg_Sa,elem_Sa,mod_Sa,dig_Sa,digsc_Sa,degcat_Sa,mrityu_Sa,sign_Ra,dg_Ra,elem_Ra,mod_Ra,dig_Ra,digsc_Ra,degcat_Ra,mrityu_Ra,sign_Ke,dg_Ke,elem_Ke,mod_Ke,dig_Ke,digsc_Ke,degcat_Ke,mrityu_Ke,comb_Mo,comb_Me,comb_Ve,comb_Ma,comb_Ju,comb_Sa,retro_Su,stat_Su,retro_Mo,stat_Mo,retro_Me,stat_Me,retro_Ve,stat_Ve,retro_Ma,stat_Ma,retro_Ju,stat_Ju,retro_Sa,stat_Sa,retro_Ra,stat_Ra,retro_Ke,stat_Ke,sun_moon_sep,tithi_num,paksha,tithi_quality,moon_phase,nak_mo,nak_mo_name,nak_mo_lord,nak_mo_qual,nak_mo_elem,nak_mo_pada,nak_transition,panchaka,tara_num,tara_name,tara_quality,nakl_dig,nakl_spd,yoga_num,yoga_name,yoga_quality,karana,karana_quality,gand_Su,gand_Mo,gand_Me,gand_Ve,gand_Ma,gand_Ju,gand_Sa,gand_Ra,gand_Ke,gand_any,sandhi_mo,dow,vara_lord,hora_at_open,choghadiya,choghadiya_quality,rahu_kalam_open,gulika_kalam_open,gajakesari,kemadruma,chandra_mangala,sakata,papakartari,shubhakartari,argala_mo,neecha_bhanga,parivartana,parivartana_any,graha_yuddha,graha_yuddha_pair,atmakaraka,amatyakaraka,bhrigu_bindu,bb_sign,gulika_portion,garv_Su,kshu_Su,mudi_Su,kshob_Su,garv_Mo,kshu_Mo,mudi_Mo,kshob_Mo,garv_Me,kshu_Me,mudi_Me,kshob_Me,garv_Ve,kshu_Ve,mudi_Ve,kshob_Ve,garv_Ma,kshu_Ma,mudi_Ma,kshob_Ma,garv_Ju,kshu_Ju,mudi_Ju,kshob_Ju,garv_Sa,kshu_Sa,mudi_Sa,kshob_Sa,garv_Ra,kshu_Ra,mudi_Ra,kshob_Ra,garv_Ke,kshu_Ke,mudi_Ke,kshob_Ke,digbala_Su,digbala_Mo,digbala_Me,digbala_Ve,digbala_Ma,digbala_Ju,digbala_Sa,digbala_Ra,digbala_Ke,paksha_bala_Su,paksha_bala_Mo,paksha_bala_Me,paksha_bala_Ve,paksha_bala_Ma,paksha_bala_Ju,paksha_bala_Sa,paksha_bala_Ra,paksha_bala_Ke,cheshta_Su,cheshta_Mo,cheshta_Me,cheshta_Ve,cheshta_Ma,cheshta_Ju,cheshta_Sa,cheshta_Ra,cheshta_Ke,ishta_Su,kashta_Su,ishta_Mo,kashta_Mo,ishta_Me,kashta_Me,ishta_Ve,kashta_Ve,ishta_Ma,kashta_Ma,ishta_Ju,kashta_Ju,ishta_Sa,kashta_Sa,ishta_Ra,kashta_Ra,ishta_Ke,kashta_Ke,mahadasha,antardasha,dasha_quality,dasha_lord_dig,dasha_lord_retro,sade_sati,sade_sati_phase,ashtama_shani,spd_cat_Su,spd_cat_Mo,spd_cat_Me,spd_cat_Ve,spd_cat_Ma,spd_cat_Ju,spd_cat_Sa,spd_cat_Ra,spd_cat_Ke,ju_asp_mo,sa_asp_mo,ma_asp_mo,ju_sa_aspect,comb_benefic_any,jaimini_ak,jaimini_amk,vara_spd_cat,vara_dig,ix_paksha_ju_dig,ix_paksha_nak,ix_paksha_moon_sign,ix_tithi_nak,ix_ju_dig_moon_sign,ix_vara_paksha,asp7_Su_Mo,asp7_Su_Ma,asp7_Su_Me,asp7_Su_Ju,asp7_Su_Ve,asp7_Su_Sa,asp7_Su_Ra,asp7_Su_Ke,asp7_Mo_Su,asp7_Mo_Ma,asp7_Mo_Me,asp7_Mo_Ju,asp7_Mo_Ve,asp7_Mo_Sa,asp7_Mo_Ra,asp7_Mo_Ke,asp7_Me_Su,asp7_Me_Mo,asp7_Me_Ma,asp7_Me_Ju,asp7_Me_Ve,asp7_Me_Sa,asp7_Me_Ra,asp7_Me_Ke,asp7_Ve_Su,asp7_Ve_Mo,asp7_Ve_Ma,asp7_Ve_Me,asp7_Ve_Ju,asp7_Ve_Sa,asp7_Ve_Ra,asp7_Ve_Ke,asp4_Ma_Su,asp4_Ma_Mo,asp4_Ma_Me,asp4_Ma_Ju,asp4_Ma_Ve,asp4_Ma_Sa,asp4_Ma_Ra,asp4_Ma_Ke,asp7_Ma_Su,asp7_Ma_Mo,asp7_Ma_Me,asp7_Ma_Ju,asp7_Ma_Ve,asp7_Ma_Sa,asp7_Ma_Ra,asp7_Ma_Ke,asp8_Ma_Su,asp8_Ma_Mo,asp8_Ma_Me,asp8_Ma_Ju,asp8_Ma_Ve,asp8_Ma_Sa,asp8_Ma_Ra,asp8_Ma_Ke,asp5_Ju_Su,asp5_Ju_Mo,asp5_Ju_Ma,asp5_Ju_Me,asp5_Ju_Ve,asp5_Ju_Sa,asp5_Ju_Ra,asp5_Ju_Ke,asp7_Ju_Su,asp7_Ju_Mo,asp7_Ju_Ma,asp7_Ju_Me,asp7_Ju_Ve,asp7_Ju_Sa,asp7_Ju_Ra,asp7_Ju_Ke,asp9_Ju_Su,asp9_Ju_Mo,asp9_Ju_Ma,asp9_Ju_Me,asp9_Ju_Ve,asp9_Ju_Sa,asp9_Ju_Ra,asp9_Ju_Ke,asp3_Sa_Su,asp3_Sa_Mo,asp3_Sa_Ma,asp3_Sa_Me,asp3_Sa_Ju,asp3_Sa_Ve,asp3_Sa_Ra,asp3_Sa_Ke,asp7_Sa_Su,asp7_Sa_Mo,asp7_Sa_Ma,asp7_Sa_Me,asp7_Sa_Ju,asp7_Sa_Ve,asp7_Sa_Ra,asp7_Sa_Ke,asp10_Sa_Su,asp10_Sa_Mo,asp10_Sa_Ma,asp10_Sa_Me,asp10_Sa_Ju,asp10_Sa_Ve,asp10_Sa_Ra,asp10_Sa_Ke,asp5_Ra_Su,asp5_Ra_Mo,asp5_Ra_Ma,asp5_Ra_Me,asp5_Ra_Ju,asp5_Ra_Ve,asp5_Ra_Sa,asp5_Ra_Ke,asp7_Ra_Su,asp7_Ra_Mo,asp7_Ra_Ma,asp7_Ra_Me,asp7_Ra_Ju,asp7_Ra_Ve,asp7_Ra_Sa,asp7_Ra_Ke,asp9_Ra_Su,asp9_Ra_Mo,asp9_Ra_Ma,asp9_Ra_Me,asp9_Ra_Ju,asp9_Ra_Ve,asp9_Ra_Sa,asp9_Ra_Ke,asp5_Ke_Su,asp5_Ke_Mo,asp5_Ke_Ma,asp5_Ke_Me,asp5_Ke_Ju,asp5_Ke_Ve,asp5_Ke_Sa,asp5_Ke_Ra,asp7_Ke_Su,asp7_Ke_Mo,asp7_Ke_Ma,asp7_Ke_Me,asp7_Ke_Ju,asp7_Ke_Ve,asp7_Ke_Sa,asp7_Ke_Ra,asp9_Ke_Su,asp9_Ke_Mo,asp9_Ke_Ma,asp9_Ke_Me,asp9_Ke_Ju,asp9_Ke_Ve,asp9_Ke_Sa,asp9_Ke_Ra,asp7_Su_sign,asp7_Su_lord,asp7_Mo_sign,asp7_Mo_lord,asp7_Me_sign,asp7_Me_lord,asp7_Ve_sign,asp7_Ve_lord,asp4_Ma_sign,asp4_Ma_lord,asp7_Ma_sign,asp7_Ma_lord,asp8_Ma_sign,asp8_Ma_lord,asp5_Ju_sign,asp5_Ju_lord,asp7_Ju_sign,asp7_Ju_lord,asp9_Ju_sign,asp9_Ju_lord,asp3_Sa_sign,asp3_Sa_lord,asp7_Sa_sign,asp7_Sa_lord,asp10_Sa_sign,asp10_Sa_lord,asp5_Ra_sign,asp5_Ra_lord,asp7_Ra_sign,asp7_Ra_lord,asp9_Ra_sign,asp9_Ra_lord,asp5_Ke_sign,asp5_Ke_lord,asp7_Ke_sign,asp7_Ke_lord,asp9_Ke_sign,asp9_Ke_lord,asp_Su_dom_Mo,asp_Su_dom_Ma,asp_Su_dom_Me,asp_Su_dom_Ju,asp_Su_dom_Ve,asp_Su_dom_Sa,asp_Mo_dom_Su,asp_Mo_dom_Ma,asp_Mo_dom_Me,asp_Mo_dom_Ju,asp_Mo_dom_Ve,asp_Mo_dom_Sa,asp_Me_dom_Su,asp_Me_dom_Mo,asp_Me_dom_Ma,asp_Me_dom_Ju,asp_Me_dom_Ve,asp_Me_dom_Sa,asp_Ve_dom_Su,asp_Ve_dom_Mo,asp_Ve_dom_Ma,asp_Ve_dom_Me,asp_Ve_dom_Ju,asp_Ve_dom_Sa,asp_Ma_dom_Su,asp_Ma_dom_Mo,asp_Ma_dom_Me,asp_Ma_dom_Ju,asp_Ma_dom_Ve,asp_Ma_dom_Sa,asp_Ju_dom_Su,asp_Ju_dom_Mo,asp_Ju_dom_Ma,asp_Ju_dom_Me,asp_Ju_dom_Ve,asp_Ju_dom_Sa,asp_Sa_dom_Su,asp_Sa_dom_Mo,asp_Sa_dom_Ma,asp_Sa_dom_Me,asp_Sa_dom_Ju,asp_Sa_dom_Ve,asp_Ra_dom_Su,asp_Ra_dom_Mo,asp_Ra_dom_Ma,asp_Ra_dom_Me,asp_Ra_dom_Ju,asp_Ra_dom_Ve,asp_Ra_dom_Sa,asp_Ke_dom_Su,asp_Ke_dom_Mo,asp_Ke_dom_Ma,asp_Ke_dom_Me,asp_Ke_dom_Ju,asp_Ke_dom_Ve,asp_Ke_dom_Sa,asp_Su_natal_mo,asp_Mo_natal_mo,asp_Me_natal_mo,asp_Ve_natal_mo,asp_Ma_natal_mo,asp_Ju_natal_mo,asp_Sa_natal_mo,asp_Ra_natal_mo,asp_Ke_natal_mo,deg_conj_Ju_Sa,deg_opp_Ju_Sa,deg_trine_Ju_Sa,deg_sq_Ju_Sa,deg_sext_Ju_Sa,deg_conj_Ju_Ma,deg_opp_Ju_Ma,deg_trine_Ju_Ma,deg_sq_Ju_Ma,deg_sext_Ju_Ma,deg_conj_Sa_Ma,deg_opp_Sa_Ma,deg_trine_Sa_Ma,deg_sq_Sa_Ma,deg_sext_Sa_Ma,deg_conj_Ju_Su,deg_opp_Ju_Su,deg_trine_Ju_Su,deg_sq_Ju_Su,deg_sext_Ju_Su,deg_conj_Sa_Su,deg_opp_Sa_Su,deg_trine_Sa_Su,deg_sq_Sa_Su,deg_sext_Sa_Su,deg_conj_Ma_Su,deg_opp_Ma_Su,deg_trine_Ma_Su,deg_sq_Ma_Su,deg_sext_Ma_Su,deg_conj_Ju_Mo,deg_opp_Ju_Mo,deg_trine_Ju_Mo,deg_sq_Ju_Mo,deg_sext_Ju_Mo,deg_conj_Sa_Mo,deg_opp_Sa_Mo,deg_trine_Sa_Mo,deg_sq_Sa_Mo,deg_sext_Sa_Mo,deg_conj_Ma_Mo,deg_opp_Ma_Mo,deg_trine_Ma_Mo,deg_sq_Ma_Mo,deg_sext_Ma_Mo,deg_conj_Ve_Ju,deg_opp_Ve_Ju,deg_trine_Ve_Ju,deg_sq_Ve_Ju,deg_sext_Ve_Ju,deg_conj_Ve_Sa,deg_opp_Ve_Sa,deg_trine_Ve_Sa,deg_sq_Ve_Sa,deg_sext_Ve_Sa,deg_conj_Ve_Ma,deg_opp_Ve_Ma,deg_trine_Ve_Ma,deg_sq_Ve_Ma,deg_sext_Ve_Ma,deg_conj_Me_Ju,deg_opp_Me_Ju,deg_trine_Me_Ju,deg_sq_Me_Ju,deg_sext_Me_Ju,deg_conj_Me_Sa,deg_opp_Me_Sa,deg_trine_Me_Sa,deg_sq_Me_Sa,deg_sext_Me_Sa,deg_conj_Me_Ma,deg_opp_Me_Ma,deg_trine_Me_Ma,deg_sq_Me_Ma,deg_sext_Me_Ma,deg_conj_Ra_Ju,deg_opp_Ra_Ju,deg_trine_Ra_Ju,deg_sq_Ra_Ju,deg_sext_Ra_Ju,deg_conj_Ra_Sa,deg_opp_Ra_Sa,deg_trine_Ra_Sa,deg_sq_Ra_Sa,deg_sext_Ra_Sa,deg_conj_Ra_Mo,deg_opp_Ra_Mo,deg_trine_Ra_Mo,deg_sq_Ra_Mo,deg_sext_Ra_Mo,deg_conj_Su_Mo,deg_opp_Su_Mo,deg_trine_Su_Mo,deg_sq_Su_Mo,deg_sext_Su_Mo,deg_conj_Me_Ve,deg_opp_Me_Ve,deg_trine_Me_Ve,deg_sq_Me_Ve,deg_sext_Me_Ve,ex_conj_Ju_Sa,ex_opp_Ju_Sa,ex_trine_Ju_Sa,ex_sq_Ju_Sa,ex_sext_Ju_Sa,ex_conj_Sa_Ma,ex_opp_Sa_Ma,ex_trine_Sa_Ma,ex_sq_Sa_Ma,ex_sext_Sa_Ma,ex_conj_Ju_Ma,ex_opp_Ju_Ma,ex_trine_Ju_Ma,ex_sq_Ju_Ma,ex_sext_Ju_Ma,ex_conj_Ju_Su,ex_opp_Ju_Su,ex_trine_Ju_Su,ex_sq_Ju_Su,ex_sext_Ju_Su,ex_conj_Sa_Su,ex_opp_Sa_Su,ex_trine_Sa_Su,ex_sq_Sa_Su,ex_sext_Sa_Su,n_asp_Ju,n_asp_Sa,n_asp_Ma,ix_sadom_ju_digju,ix_judom_sa_digsa,ma_asp_mo_any,ix_ma_asp_mo_paksha,ju_asp_mo_any,ix_ju_asp_mo_digju,sa_asp_mo_any,ix_sa_asp_mo_digsa,mut_asp_Ju_Sa,ju_special_asp_Sa,sa_special_asp_Ju,any_Ju_Sa_asp,any_Ju_Ma_asp,any_Sa_Ma_asp,ix_asp_mo_ju_sa_dig
1996-04-22,1136.28,1136.28,1102.83,1106.93,32.3316,81.9648,52.3418,76.1108,22.0016,287.4136,1.7321,197.0541,17.0541,23.8055,8.526099999999985,58.15930000000003,28.536299999999983,52.30529999999999,358.1961,263.6080999999999,337.9266,173.2486,353.2486,,,,,,,,,,-0.0100874763001046,0.0339102844993087,0.0124701425168348,0.0102818503418275,-0.0170470838862255,,0.0302187130170833,33.450000000000045,MILD_BULL,0,0,0,1,0,,0,0,1,8.526099999999985,F,M,exalted,7,low,0,2,28.15930000000003,E,X,exalted,7,high,0,1,28.536299999999983,F,M,neutral,3,high,0,2,22.30529999999999,E,X,own,5,high,0,12,28.1961,W,D,friendly,4,high,0,9,23.60809999999992,F,D,own,5,high,0,12,7.926600000000008,W,D,neutral,3,low,0,6,23.24860000000001,E,D,friendly,4,high,0,12,23.24860000000001,W,D,neutral,3,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.633199999999995,5,SHUKLA,Purna,CRESCENT,5,Mrigashira,Ma,Mridu,A,2,1,0,1,Janma,critical,friendly,very_slow,6,Atiganda,inauspicious,Bava,neutral,0,0,0,0,1,0,0,0,0,1,0,0,Mo,Ju,K,avoid,1,0,0,0,0,1,0,0,1,0,none,0,0,none,Me,Ma,115.70395000000002,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52.5,7.5,52.5,7.5,22.5,37.5,37.5,22.5,30.0,30.0,37.5,22.5,22.5,37.5,30.0,30.0,22.5,37.5,Ma,Ma,malefic,friendly,0,1,rising,0,very_slow,very_slow,very_slow,very_slow,very_slow,very_slow,very_slow,very_slow,very_slow,0,1,0,1,0,Me,Ma,very_slow,exalted,SHUKLA_own,SHUKLA_Mrigashira,SHUKLA_Mo2,Purna_Mridu,own_Mo2,Mo_SHUKLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,Ve,8,Ma,7,Ve,8,Ma,3,Me,6,Me,7,Ve,1,Ma,3,Me,5,Su,2,Ve,6,Me,9,Ju,10,Sa,12,Ju,2,Ve,4,Mo,6,Me,8,Ma,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1_own,0_neutral,0,0_SHUKLA,0,0_own,1,1_neutral,0,0,1,1,0,0,0_own|1_neutral
1996-04-23,1090.04,1100.51,1090.04,1095.82,33.3067,94.0576,53.367,76.8559,22.762,287.4507,1.8446,197.0207,17.0207,23.8055,9.501199999999985,70.25209999999998,29.561500000000024,53.050400000000025,358.9565,263.64519999999993,338.0391,173.21519999999998,353.2152,0.9750999999999976,12.092799999999954,1.0252000000000407,0.7451000000000363,0.7604000000000042,0.0371000000000094,0.1125000000000113,-0.0334000000000287,-0.0334000000000287,0.0439977607994134,0.0225576188169394,0.0250615743233454,0.0167773076234051,-0.0024943934794072,-0.0100874763001046,0.0095544888759103,32.26714285714291,STRONG_BULL,1,0,0,1,0,,0,0,1,9.501199999999985,F,M,exact_exalt,8,exact_exalt,0,3,10.252099999999984,A,D,friendly,4,mid,0,1,29.561500000000024,F,M,neutral,3,sandhi,0,2,23.050400000000025,E,X,own,5,high,0,12,28.956500000000005,W,D,friendly,4,high,0,9,23.64519999999993,F,D,own,5,high,0,12,8.039100000000019,W,D,neutral,3,low,0,6,23.21519999999998,E,D,friendly,4,high,0,12,23.21519999999998,W,D,neutral,3,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,60.750899999999994,6,SHUKLA,Nanda,CRESCENT,6,Ardra,Ra,Tikshna,A,2,1,0,2,Sampat,wealth,friendly,stationary,6,Atiganda,inauspicious,Kaulava,neutral,0,0,0,0,1,0,0,0,0,1,0,1,Ma,Ve,U,avoid,0,0,1,0,0,0,0,0,1,0,none,0,0,none,Me,Ma,121.73364999999998,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,5,5,60.0,0.0,30.0,30.0,22.5,37.5,37.5,22.5,30.0,30.0,37.5,22.5,22.5,37.5,30.0,30.0,22.5,37.5,Ma,Ma,malefic,friendly,0,1,rising,0,mean,mean,slow,very_slow,very_fast,stationary,very_fast,stationary,stationary,1,0,1,1,0,Me,Ma,very_fast,friendly,SHUKLA_own,SHUKLA_Ardra,SHUKLA_Mo3,Nanda_Tikshna,own_Mo3,Ma_SHUKLA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,Ve,9,Ju,7,Ve,8,Ma,3,Me,6,Me,7,Ve,1,Ma,3,Me,5,Su,2,Ve,6,Me,9,Ju,10,Sa,12,Ju,2,Ve,4,Mo,6,Me,8,Ma,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1_own,0_neutral,1,1_SHUKLA,1,1_own,0,0_neutral,0,0,1,1,0,0,1_own|0_neutral
1996-04-24,1136.97,1145.11,1126.77,1145.11,34.2811,106.0145,54.304,77.5849,23.5216,287.4848,1.9564,196.9948,16.9948,23.8056,10.475500000000013,82.20889999999997,30.498400000000004,53.779300000000035,359.716,263.67920000000004,338.1508,173.18920000000003,353.1892,0.974300000000028,11.956799999999989,0.93689999999998,0.7289000000000101,0.7595000000000027,0.0340000000001055,0.1116999999999848,-0.0259999999999536,-0.0259999999999536,-0.021440141982474,-0.0189361864760679,-0.0236284341574811,-0.0063513969716763,-0.0324658889533089,0.0439977607994134,0.0160159286007457,33.48306122448984,STRONG_BEAR,0,1,0,0,0,,0,0,1,10.475500000000013,F,M,exact_exalt,8,exact_exalt,0,3,22.20889999999997,A,D,friendly,4,high,0,2,0.4984000000000037,E,X,friendly,4,low,0,2,23.779300000000035,E,X,own,5,high,0,12,29.716000000000008,W,D,friendly,4,sandhi,0,9,23.679200000000037,F,D,own,5,high,0,12,8.150800000000004,W,D,neutral,3,low,0,6,23.189200000000028,E,D,friendly,4,high,0,12,23.189200000000028,W,D,neutral,3,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,71.73339999999999,6,SHUKLA,Nanda,CRESCENT,7,Punarvasu,Ju,Chara,W,1,1,0,3,Vipat,danger,own,stationary,7,Sukarma,auspicious,Taitila,auspicious,0,0,0,0,1,0,0,0,0,1,0,2,Me,Sa,A,best,0,0,1,0,0,0,0,0,1,0,none,0,0,none,Ma,Ve,127.69905,5,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,5,5,60.0,0.0,30.0,30.0,30.0,30.0,37.5,22.5,30.0,30.0,37.5,22.5,22.5,37.5,30.0,30.0,22.5,37.5,Ma,Ma,malefic,friendly,0,1,rising,0,mean,mean,very_slow,very_slow,very_fast,stationary,very_fast,stationary,stationary,1,0,1,1,0,Ma,Ve,very_slow,friendly,SHUKLA_own,SHUKLA_Punarvasu,SHUKLA_Mo3,Nanda_Chara,own_Mo3,Me_SHUKLA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,Ve,9,Ju,8,Ma,8,Ma,3,Me,6,Me,7,Ve,1,Ma,3,Me,5,Su,2,Ve,6,Me,9,Ju,10,Sa,12,Ju,2,Ve,4,Mo,6,Me,8,Ma,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1_own,0_neutral,1,1_SHUKLA,1,1_own,0,0_neutral,0,0,1,1,0,0,1_own|0_neutral
