feature,mean_abs_shap
log_ret,0.15717719717728498
month,0.12063815498720606
sarvashtakavarga,0.11843272986666718
range_pct,0.11832581672070266
tithi_num,0.10849927391547375
sa_dignity,0.09224650761529521
ju_dignity,0.09134490499699155
antardasha,0.08392645347155361
moon_nak_num,0.07267524642639794
karana,0.057128053190402046
dow,0.04353104005579206
combust_Ve,0.03777154084198808
combust_Ma,0.03770758472201742
combust_Me,0.03556652780460879
mahadasha,0.03150309690082167
