features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome
vara_dig|dig_Ma|dig_Ve,neutral||friendly||friendly,96,68,0.7083,0.6108,0.00183529,3,BULL_DIR
dig_Ma|dig_Ve|ix_paksha_ju_dig,friendly||friendly||KRISHNA_enemy,54,40,0.7407,0.6107,0.00557964,3,BULL_DIR
dig_Ju|dig_Mo|dig_Me,enemy||neutral||friendly,291,194,0.6667,0.6106,5.263e-05,3,BULL_DIR
dig_Ve|sade_sati_phase|ix_paksha_ju_dig,own||none||KRISHNA_friendly,90,64,0.7111,0.6104,0.00193877,3,BULL_DIR
dig_Ve|dig_Me|papakartari_s,debilitated||neutral||papakartari=0,57,42,0.7368,0.6102,0.00472681,3,BULL_DIR
dig_Me|gand_any_s,enemy||gand_any=1,249,167,0.6707,0.6101,0.00012311,2,BULL_DIR
dig_Mo|dig_Ma|sade_sati_phase,neutral||enemy||rising,84,60,0.7143,0.61,0.00270516,3,BULL_DIR
dig_Ma|kshu_Ju_s,moolatrikona||kshu_Ju=1,84,60,0.7143,0.61,0.00270516,2,BULL_DIR
dig_Ve|nakl_dig|parivartana_any_s,moolatrikona||friendly||parivartana_any=0,84,60,0.7143,0.61,0.00270516,3,BULL_DIR
mahadasha|ix_paksha_ju_dig|parivartana_any_s,Ju||KRISHNA_friendly||parivartana_any=0,84,60,0.7143,0.61,0.00270516,3,BULL_DIR
paksha|nakl_dig|comb_Mo_s,KRISHNA||friendly||comb_Mo=1,60,44,0.7333,0.6099,0.00405719,3,BULL_DIR
dig_Me|ix_paksha_ju_dig|comb_Mo_s,own||SHUKLA_friendly||comb_Mo=0,60,44,0.7333,0.6099,0.00405719,3,BULL_DIR
moon_phase|nakl_dig|comb_Mo_s,BALSAMIC||friendly||comb_Mo=1,60,44,0.7333,0.6099,0.00405719,3,BULL_DIR
ix_paksha_ju_dig|sade_sati_s,KRISHNA_neutral||sade_sati=1,35,27,0.7714,0.6098,0.00980057,2,BULL_DIR
moon_phase|dig_Mo|mahadasha,GIBBOUS||friendly||Ju,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
dig_Ve|tara_quality|parivartana_any_s,friendly||critical||parivartana_any=1,81,58,0.716,0.6098,0.00324861,3,BULL_DIR
sade_sati_phase|ix_paksha_ju_dig,rising||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,2,BULL_DIR
dig_Sa|ix_paksha_ju_dig,neutral||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,2,BULL_DIR
dig_Ju|dig_Sa|ix_paksha_ju_dig,neutral||neutral||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
mahadasha|sade_sati_phase|ix_paksha_ju_dig,Ma||rising||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
moon_phase|dig_Ju|ix_paksha_ju_dig,BALSAMIC||debilitated||KRISHNA_debilitated,81,58,0.716,0.6098,0.00324861,3,BULL_DIR
moon_phase|dig_Ju|sade_sati_phase,LAST_Q||exalted||none,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
dig_Ve|mahadasha|sade_sati_phase,enemy||Ra||setting,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
paksha|moon_phase|dig_Ju,KRISHNA||BALSAMIC||debilitated,81,58,0.716,0.6098,0.00324861,3,BULL_DIR
paksha|moon_phase|ix_paksha_ju_dig,KRISHNA||BALSAMIC||KRISHNA_debilitated,81,58,0.716,0.6098,0.00324861,3,BULL_DIR
dig_Ju|dig_Sa|comb_Mo_s,friendly||enemy||comb_Mo=1,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
vara_dig|dig_Ma|ix_paksha_ju_dig,own||own||KRISHNA_friendly,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
dig_Me|sade_sati_phase|comb_Mo_s,friendly||none||comb_Mo=1,81,58,0.716,0.6098,0.00324861,3,BULL_DIR
moon_phase|dig_Ju,BALSAMIC||debilitated,81,58,0.716,0.6098,0.00324861,2,BULL_DIR
dig_Ju|sade_sati_phase|ix_paksha_ju_dig,neutral||rising||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
nak_mo_name|dig_Ve|mahadasha,Chitra||friendly||Ra,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
dig_Ma|dig_Ve|mahadasha,neutral||debilitated||Ju,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
dig_Sa|mahadasha|ix_paksha_ju_dig,neutral||Ma||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
moon_phase|sade_sati_phase|ix_paksha_ju_dig,LAST_Q||none||KRISHNA_exalted,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
sade_sati_phase|ix_paksha_ju_dig|parivartana_any_s,rising||KRISHNA_neutral||parivartana_any=1,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
sade_sati_phase|ix_paksha_ju_dig|papakartari_s,rising||KRISHNA_neutral||papakartari=0,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
paksha|dig_Ju|dig_Sa,KRISHNA||neutral||neutral,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
paksha|dig_Sa|dig_Me,KRISHNA||own||own,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
paksha|dig_Sa|ix_paksha_ju_dig,KRISHNA||neutral||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
dig_Sa|ix_paksha_ju_dig|parivartana_any_s,neutral||KRISHNA_neutral||parivartana_any=1,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
paksha|dig_Ju|sade_sati_phase,KRISHNA||neutral||rising,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
dig_Sa|sade_sati_phase|ix_paksha_ju_dig,neutral||rising||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
moon_phase|ix_paksha_ju_dig,BALSAMIC||KRISHNA_debilitated,81,58,0.716,0.6098,0.00324861,2,BULL_DIR
dig_Sa|ix_paksha_ju_dig|papakartari_s,neutral||KRISHNA_neutral||papakartari=0,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
paksha|sade_sati_phase|ix_paksha_ju_dig,KRISHNA||rising||KRISHNA_neutral,35,27,0.7714,0.6098,0.00980057,3,BULL_DIR
moon_phase|dig_Sa|mahadasha,LAST_Q||exact_debil||Ma,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
moon_phase|dig_Sa|sade_sati_phase,LAST_Q||exact_debil||none,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
dig_Ve|dig_Me|ix_paksha_ju_dig,enemy||friendly||KRISHNA_enemy,78,56,0.7179,0.6097,0.00280215,3,BULL_DIR
dig_Me|ix_paksha_ju_dig|ix_paksha_nak,neutral||SHUKLA_own||SHUKLA_Pushya,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
dig_Sa|dig_Me|sade_sati_phase,own||own||none,78,56,0.7179,0.6097,0.00280215,3,BULL_DIR
sade_sati_phase|nakl_spd|ix_paksha_ju_dig,rising||mean||KRISHNA_neutral,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
moon_phase|dig_Ju|dig_Ve,LAST_Q||debilitated||enemy,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
mahadasha|nakl_dig|ix_paksha_nak,Ma||enemy||SHUKLA_PurvaPhalguni,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
dig_Ve|mahadasha|ix_paksha_nak,enemy||Ma||SHUKLA_PurvaPhalguni,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
vara_dig|dig_Sa|dig_Me,neutral||friendly||friendly,78,56,0.7179,0.6097,0.00280215,3,BULL_DIR
dig_Sa|choghadiya_quality|ix_paksha_nak,friendly||good||SHUKLA_Chitra,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
dig_Sa|dig_Ma|ix_paksha_nak,enemy||enemy||KRISHNA_PurvaBhadrapada,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
dig_Ju|dig_Me|ix_paksha_nak,own||neutral||SHUKLA_Pushya,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
vara_lord|dig_Sa|ix_paksha_nak,Mo||friendly||SHUKLA_Chitra,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
moon_phase|dig_Sa|ix_paksha_ju_dig,LAST_Q||exact_debil||KRISHNA_friendly,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
nak_mo_name|dig_Me|ix_paksha_ju_dig,Pushya||neutral||SHUKLA_own,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
moon_phase|dig_Ve|ix_paksha_ju_dig,LAST_Q||enemy||KRISHNA_debilitated,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
tithi_quality|dig_Sa|dig_Ma,Purna||debilitated||debilitated,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
nak_mo_name|dig_Sa|dig_Ma,Jyeshtha||moolatrikona||enemy,6,6,1.0,0.6097,6.062e-05,3,SIDEWAYS
nak_mo_name|vara_dig|dig_Me,Chitra||debilitated||friendly,6,6,1.0,0.6097,6.062e-05,3,SIDEWAYS
tithi_quality|nakl_spd|ix_paksha_ju_dig,Nanda||very_slow||SHUKLA_friendly,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
moon_phase|dig_Ju|dig_Sa,LAST_Q||friendly||exact_debil,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
dig_Sa|hora_at_open|ix_paksha_nak,friendly||Ma||SHUKLA_Chitra,6,6,1.0,0.6097,6.546e-05,3,REVERSAL
dig_Mo|dig_Ve|ix_paksha_ju_dig,debilitated||friendly||KRISHNA_debilitated,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
moon_phase|dig_Sa,LAST_Q||exact_debil,6,6,1.0,0.6097,0.00022522,2,STRONG_BULL
paksha|moon_phase|dig_Sa,KRISHNA||LAST_Q||exact_debil,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
dig_Sa|nakl_spd|ix_paksha_ju_dig,neutral||mean||KRISHNA_neutral,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
dig_Sa|dig_Me,own||own,78,56,0.7179,0.6097,0.00280215,2,BULL_DIR
tithi_quality|vara_dig|dig_Ve,Purna||enemy||moolatrikona,6,6,1.0,0.6097,0.00022522,3,STRONG_BULL
dig_Ju|dig_Sa|dig_Ve,enemy||enemy||debilitated,75,54,0.72,0.6096,0.00331313,3,BULL_DIR
dig_Ju|sade_sati_phase|parivartana_any_s,neutral||rising||parivartana_any=1,66,48,0.7273,0.6096,0.00400022,3,BULL_DIR
dig_Ju|mahadasha|sade_sati_phase,neutral||Ma||rising,66,48,0.7273,0.6096,0.00400022,3,BULL_DIR
dig_Ma|dig_Ve|nakl_dig,neutral||enemy||enemy,75,54,0.72,0.6096,0.00331313,3,BULL_DIR
dig_Ju|dig_Sa,neutral||neutral,66,48,0.7273,0.6096,0.00400022,2,BULL_DIR
dig_Ju|dig_Sa|parivartana_any_s,neutral||neutral||parivartana_any=1,66,48,0.7273,0.6096,0.00400022,3,BULL_DIR
dig_Ju|dig_Sa|sade_sati_phase,neutral||neutral||rising,66,48,0.7273,0.6096,0.00400022,3,BULL_DIR
dig_Ju|dig_Sa|mahadasha,neutral||neutral||Ma,66,48,0.7273,0.6096,0.00400022,3,BULL_DIR
mahadasha|ix_paksha_nak|comb_Mo_s,Ra||SHUKLA_Mrigashira||comb_Mo=0,75,54,0.72,0.6096,0.00331313,3,BULL_DIR
dig_Ju|sade_sati_phase,neutral||rising,66,48,0.7273,0.6096,0.00400022,2,BULL_DIR
dig_Ju|sade_sati_s,neutral||sade_sati=1,66,48,0.7273,0.6096,0.00400022,2,BULL_DIR
vara_dig|dig_Ma|nakl_dig,neutral||friendly||enemy,69,50,0.7246,0.6095,0.0034036,3,BULL_DIR
dig_Ju|dig_Mo|mahadasha,friendly||friendly||Ju,72,52,0.7222,0.6095,0.00396394,3,BULL_DIR
dig_Ma|ix_paksha_ju_dig|comb_Mo_s,enemy||KRISHNA_debilitated||comb_Mo=0,72,52,0.7222,0.6095,0.00396394,3,BULL_DIR
dig_Sa|dig_Mo|mahadasha,own||friendly||Ra,72,52,0.7222,0.6095,0.00396394,3,BULL_DIR
dig_Ju|dig_Mo|dig_Ma,friendly||neutral||own,136,94,0.6912,0.6092,0.00089742,3,BULL_DIR
dig_Ma|mahadasha,own||Ju,133,92,0.6917,0.6088,0.00106599,2,BULL_DIR
dig_Ju|dig_Sa|papakartari_s,enemy||enemy||papakartari=0,575,373,0.6487,0.6088,9.5e-07,3,BULL_DIR
nak_mo_qual|ix_paksha_ju_dig|parivartana_any_s,Mridu||KRISHNA_debilitated||parivartana_any=0,25,20,0.8,0.6087,0.01434913,3,BULL_DIR
moon_phase|nak_mo_qual|mahadasha,FULL||Mridu||Ju,25,20,0.8,0.6087,0.01434913,3,BULL_DIR
dig_Ju|dig_Me|mahadasha,exalted||friendly||Ma,25,20,0.8,0.6087,0.01434913,3,BULL_DIR
