features,condition,outcome,n,k_pos,win_rate,wilson_lower,p_value,complexity,base_rate,outcome_label
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=0||asp_Sa_dom_Su=0,is_strong_bull,48,9,0.1875,0.1019,0.40332823,22,0.2469,STRONG_BULL
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|degcat_Su|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||mid||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=0||asp_Sa_dom_Su=0,is_strong_bull,54,9,0.1667,0.0902,0.20543172,23,0.2469,STRONG_BULL
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|asp4_Ma_sign|asp7_Ma_sign|asp7_Ma_lord|asp8_Ma_sign|elem_Ma|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|dig_Ma|digsc_Ma|ishta_Ma|kashta_Ma|asp7_Ma_Ra_s|asp7_Ra_Ma_s,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||2||5||Su||6||A||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=0||asp_Sa_dom_Su=0||neutral||3||22.5||37.5||asp7_Ma_Ra=0||asp7_Ra_Ma=0,is_strong_bull,30,6,0.2,0.095,0.67400492,33,0.2469,STRONG_BULL
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|antardasha|dasha_lord_dig|asp3_Sa_Me_s,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=0||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||Mo||enemy||asp3_Sa_Me=0,is_strong_bull,28,7,0.25,0.1268,1.0,29,0.2469,STRONG_BULL
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|asp7_Ve_lord|antardasha,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=0||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||Ve||Mo,is_strong_bull,35,9,0.2571,0.1416,0.84589904,27,0.2469,STRONG_BULL
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|antardasha|dasha_lord_dig,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=0||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||Mo||enemy,is_strong_bull,37,8,0.2162,0.1139,0.84848359,28,0.2469,STRONG_BULL
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|antardasha|dasha_lord_dig|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=0||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||Mo||enemy||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0,is_strong_bull,18,5,0.2778,0.125,0.7851242,30,0.2469,STRONG_BULL
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=0,is_strong_bull,65,8,0.1231,0.0637,0.02000312,20,0.2469,STRONG_BULL
dasha_quality|asp3_Sa_lord|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s,malefic||Sa||11||3||6||ashtama_shani=1||kshu_Sa=0||Me||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1,is_strong_bull,193,38,0.1969,0.1469,0.10832302,20,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|degcat_Su|asp10_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s,malefic||ashtama_shani=0||kshu_Sa=0||mid||Ve||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=0||garv_Sa=0,is_strong_bull,41,14,0.3415,0.2156,0.20152575,11,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s,malefic||ashtama_shani=0||kshu_Sa=0||Ve||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=0||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0,is_strong_bull,23,10,0.4348,0.2563,0.04989814,18,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|degcat_Su|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|ix_ju_dig_moon_sign|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||mid||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1||debilitated_Mo3||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated,is_strong_bull,8,5,0.625,0.3057,0.02583228,31,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|ix_ju_asp_mo_digju|degcat_Su|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||1_debilitated||mid||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1||2,is_strong_bull,12,7,0.5833,0.3195,0.01322064,26,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|ix_ju_asp_mo_digju|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|asp3_Sa_Me_s,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||1_debilitated||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||asp3_Sa_Me=0,is_strong_bull,13,5,0.3846,0.1771,0.32981254,31,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_paksha_ju_dig|ix_ju_asp_mo_digju|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||KRISHNA_debilitated||1_debilitated||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0,is_strong_bull,13,7,0.5385,0.2914,0.02261744,29,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|ix_paksha_ju_dig|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||KRISHNA_debilitated||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated,is_strong_bull,15,7,0.4667,0.2481,0.06725846,30,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_paksha_ju_dig|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||KRISHNA_debilitated||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated,is_strong_bull,24,8,0.3333,0.1797,0.34376064,29,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated,is_strong_bull,50,18,0.36,0.2414,0.07032462,28,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|asp4_Ma_sign|asp7_Ma_sign|asp7_Ma_lord|asp8_Ma_sign|ix_paksha_ju_dig|elem_Ma|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|ix_ju_speed_dig|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|dig_Ma|digsc_Ma|ishta_Ma|kashta_Ma|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s|deg_conj_Su_Mo_s,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||2||5||Su||6||KRISHNA_debilitated||A||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1||retrograde_debilitated||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||neutral||3||22.5||37.5||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=1||0_debilitated||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0||deg_conj_Su_Mo=0,is_strong_bull,13,7,0.5385,0.2914,0.02261744,43,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|asp4_Ma_sign|asp7_Ma_sign|asp7_Ma_lord|asp8_Ma_sign|ix_paksha_ju_dig,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||2||5||Su||6||KRISHNA_debilitated,is_strong_bull,20,8,0.4,0.2188,0.12149524,16,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|asp4_Ma_sign|asp7_Ma_sign|asp7_Ma_lord|asp8_Ma_sign|elem_Ma|degcat_Su|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||2||5||Su||6||A||mid||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1,is_strong_bull,8,6,0.75,0.4093,0.0039302,28,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_asp_mo_digju|degcat_Su|asp10_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s,malefic||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||1_debilitated||mid||Ve||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=1,is_strong_bull,21,13,0.619,0.4088,0.00031901,24,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|degcat_Su|asp10_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s,malefic||ashtama_shani=0||kshu_Sa=0||mid||Ve||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=1||garv_Sa=0||deg_conj_Ju_Sa=1,is_strong_bull,48,24,0.5,0.3639,0.00014822,12,0.2469,STRONG_BULL
dasha_quality|ashtama_shani_s|kshu_Sa_s|asp10_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|mod_Sa|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s|deg_conj_Su_Mo_s|degcat_Me|asp4_Ma_Su_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|vipareeta_raja_s|asp9_Ke_Ve_s|asp_Ve_natal_mo_s|comb_Mo_s|kshob_Mo_s|asp_Ve_dom_Mo_s|asp3_Sa_Ve_s|mudi_Ve_s|elem_Ve|deg_sext_Me_Sa_s|mod_Ju|deg_conj_Me_Ju_s|asp_Ju_natal_mo_s|asp_Ma_dom_Mo_s|comb_Ma_s|kshob_Ma_s|gand_Sa_s|deg_opp_Ra_Sa_s|deg_opp_Ju_Ma_s|asp_Ma_natal_mo_s|deg_opp_Ve_Sa_s,malefic||ashtama_shani=0||kshu_Sa=0||Ve||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||M||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=1||asp_Ju_dom_Mo=0||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0||deg_conj_Su_Mo=0||mid||asp4_Ma_Su=1||asp7_Sa_Ra=0||asp7_Ra_Sa=0||vipareeta_raja=0||asp9_Ke_Ve=0||asp_Ve_natal_mo=0||comb_Mo=0||kshob_Mo=0||asp_Ve_dom_Mo=0||asp3_Sa_Ve=0||mudi_Ve=1||E||deg_sext_Me_Sa=0||D||deg_conj_Me_Ju=0||asp_Ju_natal_mo=0||asp_Ma_dom_Mo=0||comb_Ma=0||kshob_Ma=0||gand_Sa=0||deg_opp_Ra_Sa=0||deg_opp_Ju_Ma=0||asp_Ma_natal_mo=0||deg_opp_Ve_Sa=0,is_strong_bull,11,5,0.4545,0.2127,0.15364988,46,0.2469,STRONG_BULL
