features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome,outcome_label,source
asp7_Su_lord|asp7_Ma_sign,Ju||5,48,41,0.8542,0.7283,1.309e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Su_lord|n_asp_Sa,Ma||5,28,25,0.8929,0.728,0.00017138,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|asp7_Ma_lord,1||Ve,43,37,0.8605,0.7274,2.025e-05,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ju|ex_sq_Sa_Ma,1||1,33,29,0.8788,0.7267,7.435e-05,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Sa|asp5_Ju_lord,1||Sa,47,40,0.8511,0.7231,2.139e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp5_Ke_sign,Su||8,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp9_Ke_sign,Su||12,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp7_Ke_sign,Su||10,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp7_Ra_lord,Su||Mo,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp9_Ra_sign,Su||6,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp7_Ma_sign,1||10,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp7_Ra_sign,Su||4,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp5_Ra_sign,Su||2,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp4_Ma_sign,5||7,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp7_Me_sign,1||11,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp7_Ma_sign,5||10,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp4_Ma_sign,1||7,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp7_Ma_sign,Su||10,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp8_Ma_sign,1||11,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp5_Ra_sign,1||2,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp7_Ra_lord,1||Mo,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp9_Ra_sign,1||6,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp5_Ke_sign,1||8,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp7_Ke_sign,1||10,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp9_Ke_sign,1||12,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ve_Ma|asp9_Ju_sign,1||7,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ve_Ma|asp7_Ju_lord,1||Su,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ve_Ma|asp7_Ju_sign,1||5,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp8_Ma_sign,5||11,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ve_Ma|asp5_Ju_sign,1||3,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp4_Ma_sign,Su||7,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp7_Ra_sign,1||4,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp9_Ra_sign,5||6,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp8_Ma_sign,Su||11,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Sa_dom_Ve|n_asp_Ma,1||6,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp9_Ke_sign,5||12,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp5_Ke_sign,5||8,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp7_Ke_sign,5||10,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
deg_conj_Ju_Ma|asp8_Ma_lord,1||Mo,10,10,1.0,0.7225,1.1e-07,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Me_Ma|asp7_Su_sign,1||7,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
deg_conj_Ju_Ma|asp8_Ma_sign,1||4,10,10,1.0,0.7225,1.1e-07,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_dom_Ve|n_asp_Ma,1||6,10,10,1.0,0.7225,8.3e-07,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ju_dom_Sa|n_asp_Ma,0||6,10,10,1.0,0.7225,8.3e-07,2,is_strong_bull,STRONG_BULL,method1_asp
deg_conj_Ju_Ma|asp4_Ma_sign,1||12,10,10,1.0,0.7225,1.1e-07,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_conj_Ju_Ma|asp7_Ma_sign,1||3,10,10,1.0,0.7225,1.1e-07,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Me_sign|asp7_Ra_sign,5||4,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_Me|asp7_Su_sign,1||7,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|n_asp_Ju,1||6,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp7_Ra_lord,5||Mo,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp5_Ra_sign,5||2,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Sa|n_asp_Ma,0||6,10,10,1.0,0.7225,0.00290226,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|asp7_Mo_sign,1||8,56,47,0.8393,0.7219,8.86e-06,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp7_Mo_sign,1||8,56,47,0.8393,0.7219,8.86e-06,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_sign|asp7_Sa_sign,8||10,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_sign|asp3_Sa_sign,12||6,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_sign|asp10_Sa_sign,12||1,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_sign|asp3_Sa_sign,11||6,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_sign|asp10_Sa_sign,8||1,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_sign|asp3_Sa_sign,8||6,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_sign|asp7_Sa_sign,11||10,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_sign|asp7_Sa_sign,12||10,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_sign|asp10_Sa_sign,11||1,42,36,0.8571,0.7216,3.286e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Su_lord|asp10_Sa_sign,Sa||1,95,77,0.8105,0.7203,1.2e-07,2,is_bull,BULL_DIR,method1_asp
asp7_Su_lord|asp3_Sa_sign,Sa||6,95,77,0.8105,0.7203,1.2e-07,2,is_bull,BULL_DIR,method1_asp
asp7_Su_lord|asp7_Sa_sign,Sa||10,95,77,0.8105,0.7203,1.2e-07,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ma_Su|asp7_Sa_sign,1||6,51,43,0.8431,0.7199,1.354e-05,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ma_Su|asp10_Sa_sign,1||9,51,43,0.8431,0.7199,1.354e-05,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ma_Su|asp3_Sa_sign,1||2,51,43,0.8431,0.7199,1.354e-05,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Ve|asp10_Sa_Ma,1||1,32,28,0.875,0.7193,0.00012296,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Sa|asp9_Ju_Ve,1||1,32,28,0.875,0.7193,0.00012296,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp5_Ju_sign,1||10,55,46,0.8364,0.7174,1.428e-05,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp9_Ju_sign,1||2,55,46,0.8364,0.7174,1.428e-05,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp7_Ju_sign,1||12,55,46,0.8364,0.7174,1.428e-05,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp9_Ju_sign,1||12,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp7_Ju_sign,1||10,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp5_Ju_sign,1||8,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
deg_conj_Ju_Ma|asp7_Su_sign,1||11,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
ex_sext_Ju_Ma|asp7_Ke_sign,1||12,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp7_Su_sign,1||1,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
ex_sext_Ju_Ma|asp9_Ke_sign,1||2,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
ex_sext_Ju_Ma|asp9_Ra_sign,1||8,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
ex_sext_Ju_Ma|asp7_Ra_sign,1||6,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
ex_sext_Ju_Ma|asp5_Ra_lord,1||Mo,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
ex_sext_Ju_Ma|asp5_Ra_sign,1||4,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ve_Ma|ex_opp_Ju_Ma,1||1,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
ex_sext_Ju_Ma|asp5_Ke_sign,1||10,16,15,0.9375,0.7167,0.00154773,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp7_Ra_lord,1||Sa,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp5_Ra_sign,1||9,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp3_Sa_lord,1||Ve,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp3_Sa_sign,1||2,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp7_Sa_sign,1||6,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp10_Sa_sign,1||9,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp9_Ju_sign,1||7,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp7_Ju_lord,1||Su,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp7_Ju_sign,1||5,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
asp_Sa_natal_mo|deg_opp_Ra_Ju,1||1,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp5_Ke_sign,1||3,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp5_Ju_sign,1||3,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp9_Ke_sign,1||7,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp9_Ra_sign,1||1,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp7_Ra_sign,1||11,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp7_Ke_lord,1||Su,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Ju|asp7_Ke_sign,1||5,41,35,0.8537,0.7156,5.325e-05,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ma_Su|asp3_Sa_lord,1||Ve,89,72,0.809,0.7152,4.5e-07,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp10_Sa_sign,10||4,50,42,0.84,0.7149,2.166e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp3_Sa_sign,10||9,50,42,0.84,0.7149,2.166e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp10_Sa_lord,10||Mo,50,42,0.84,0.7149,2.166e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp7_Sa_sign,10||1,50,42,0.84,0.7149,2.166e-05,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp10_Sa_lord,1||Ma,113,90,0.7965,0.7131,5e-08,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Mo|asp7_Ve_lord,1||Mo,31,27,0.871,0.7115,0.00020308,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ju|asp7_Sa_sign,1||5,71,58,0.8169,0.7115,3.18e-06,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_lord|asp7_Sa_lord,Ju||Su,71,58,0.8169,0.7115,3.18e-06,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ju|asp7_Sa_lord,1||Su,71,58,0.8169,0.7115,3.18e-06,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_lord|asp7_Sa_sign,Ju||5,71,58,0.8169,0.7115,3.18e-06,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_lord|asp3_Sa_sign,Ju||1,71,58,0.8169,0.7115,3.18e-06,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ju|asp10_Sa_sign,1||8,71,58,0.8169,0.7115,3.18e-06,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_lord|asp10_Sa_sign,Ju||8,71,58,0.8169,0.7115,3.18e-06,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ju|asp3_Sa_sign,1||1,71,58,0.8169,0.7115,3.18e-06,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Mo|asp7_Ve_sign,1||4,31,27,0.871,0.7115,0.00020308,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Su|deg_trine_Ma_Su,1||1,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp9_Ju_lord,Su||Ve,58,48,0.8276,0.7109,1.355e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|n_asp_Sa,1||5,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp8_Ma_sign,12||6,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp8_Ma_sign,1||6,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp3_Sa_sign,1||5,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp3_Sa_lord,1||Su,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp7_Ma_lord,1||Su,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp7_Sa_sign,1||9,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp10_Sa_sign,1||12,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp7_Ma_sign,1||5,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ra_Sa|n_asp_Ma,1||5,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp7_Ma_lord,12||Su,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp4_Ma_sign,1||2,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp7_Ma_sign,12||5,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp4_Ma_sign,12||2,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp7_Su_sign,1||12,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp9_Ju_lord,1||Ve,58,48,0.8276,0.7109,1.355e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|n_asp_Sa,1||5,21,19,0.9048,0.7109,0.00070784,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp9_Ju_lord,5||Ve,58,48,0.8276,0.7109,1.355e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp7_Ma_sign,3||11,26,23,0.8846,0.7102,0.00049811,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Mo|ex_sext_Ju_Ma,1||1,26,23,0.8846,0.7102,0.00049811,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp8_Ma_sign,3||12,26,23,0.8846,0.7102,0.00049811,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp4_Ma_sign,3||8,26,23,0.8846,0.7102,0.00049811,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp9_Ra_sign,9||8,53,44,0.8302,0.7077,2.218e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp7_Ra_sign,9||6,53,44,0.8302,0.7077,2.218e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp5_Ra_lord,9||Mo,53,44,0.8302,0.7077,2.218e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp5_Ke_sign,9||10,53,44,0.8302,0.7077,2.218e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp5_Ra_sign,9||4,53,44,0.8302,0.7077,2.218e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp7_Ke_sign,9||12,53,44,0.8302,0.7077,2.218e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp9_Ke_sign,9||2,53,44,0.8302,0.7077,2.218e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp7_Ju_sign,10||1,44,37,0.8409,0.7063,9.214e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp9_Ju_sign,10||3,44,37,0.8409,0.7063,9.214e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp5_Ju_sign,10||11,44,37,0.8409,0.7063,9.214e-05,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|asp7_Ma_sign,1||7,35,30,0.8571,0.7062,0.00022307,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|asp4_Ma_lord,1||Mo,35,30,0.8571,0.7062,0.00022307,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|asp4_Ma_sign,1||4,35,30,0.8571,0.7062,0.00022307,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|asp8_Ma_sign,1||8,35,30,0.8571,0.7062,0.00022307,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ve|asp10_Sa_Ra,1||1,35,30,0.8571,0.7062,0.00022307,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ve_Ma|asp7_Ve_sign,1||11,35,30,0.8571,0.7062,0.00022307,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Sa|asp10_Sa_Ra,1||1,35,30,0.8571,0.7062,0.00022307,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Su|asp8_Ma_lord,1||Ma,106,84,0.7925,0.7057,3.1e-07,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp5_Ju_lord,1||Sa,98,78,0.7959,0.7057,5.5e-07,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp7_Ma_lord,1||Ve,65,53,0.8154,0.7045,1.291e-05,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp4_Ma_sign,1||4,65,53,0.8154,0.7045,1.291e-05,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp4_Ma_lord,1||Mo,65,53,0.8154,0.7045,1.291e-05,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp8_Ma_sign,1||8,65,53,0.8154,0.7045,1.291e-05,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp7_Ma_sign,1||7,65,53,0.8154,0.7045,1.291e-05,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ju|asp10_Sa_lord,1||Ma,179,138,0.7709,0.7041,0.0,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_lord|asp10_Sa_lord,Ju||Ma,179,138,0.7709,0.7041,0.0,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp9_Ke_lord,1||Mo,30,26,0.8667,0.7032,0.00033481,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp5_Ke_sign,1||12,30,26,0.8667,0.7032,0.00033481,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp7_Ke_sign,1||2,30,26,0.8667,0.7032,0.00033481,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp9_Ke_sign,1||4,30,26,0.8667,0.7032,0.00033481,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp9_Ra_sign,1||10,30,26,0.8667,0.7032,0.00033481,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp5_Ra_sign,1||6,30,26,0.8667,0.7032,0.00033481,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp7_Ra_sign,1||8,30,26,0.8667,0.7032,0.00033481,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_sign|asp5_Ju_lord,8||Sa,81,65,0.8025,0.703,2.65e-06,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_sign|asp5_Ju_lord,11||Sa,81,65,0.8025,0.703,2.65e-06,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_sign|asp5_Ju_lord,12||Sa,81,65,0.8025,0.703,2.65e-06,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Sa|asp7_Me_sign,1||12,39,33,0.8462,0.7027,0.00013911,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp4_Ma_lord,8||Ju,39,33,0.8462,0.7027,0.00013911,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp7_Ke_lord,8||Su,52,43,0.8269,0.7027,3.475e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp7_Ke_sign,8||5,52,43,0.8269,0.7027,3.475e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp5_Ke_sign,8||3,52,43,0.8269,0.7027,3.475e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp9_Ra_sign,8||1,52,43,0.8269,0.7027,3.475e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp7_Ra_sign,8||11,52,43,0.8269,0.7027,3.475e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp5_Ra_sign,8||9,52,43,0.8269,0.7027,3.475e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp9_Ke_sign,8||7,52,43,0.8269,0.7027,3.475e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Ra|ex_conj_Ju_Sa,1||1,15,14,0.9333,0.7018,0.00278774,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|ex_sq_Ju_Su,1||1,15,14,0.9333,0.7018,0.00278774,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|asp7_Me_sign,1||11,15,14,0.9333,0.7018,0.00278774,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp7_Me_sign,1||11,15,14,0.9333,0.7018,0.00278774,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|ex_sq_Ju_Su,1||1,15,14,0.9333,0.7018,0.00278774,2,is_bull,BULL_DIR,method1_asp
ex_conj_Ju_Sa|asp7_Su_sign,1||2,15,14,0.9333,0.7018,0.00278774,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ju_Su|ex_trine_Sa_Su,1||1,15,14,0.9333,0.7018,0.00278774,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Su|ex_conj_Ju_Sa,1||1,15,14,0.9333,0.7018,0.00278774,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Su|asp9_Ke_Ve,1||1,56,46,0.8214,0.7016,3.375e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp4_Ma_sign,10||10,60,49,0.8167,0.7008,2.039e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp7_Ma_sign,10||1,60,49,0.8167,0.7008,2.039e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_sign|asp8_Ma_sign,10||2,60,49,0.8167,0.7008,2.039e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp7_Ma_sign,8||12,25,22,0.88,0.7004,0.00084638,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp4_Ma_sign,8||9,25,22,0.88,0.7004,0.00084638,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp8_Ma_sign,8||1,25,22,0.88,0.7004,0.00084638,2,is_bull,BULL_DIR,method1_asp
