feature,feature_type,target,n,k_levels,H_or_chi2,p_value,effect_size,abs_effect_size,mutual_info,spearman_rho,spearman_p,pearson_r,pearson_p,level,level_mean,level_median,level_hit_rate,level_count
rvol_5d,continuous,fwd_vol_hi,2981,,,1.5175871282517837e-161,0.4672218700865261,0.4672218700865261,0.12603185331184918,0.4672218700865261,1.5175871282517837e-161,0.4143769297117223,4.795780142456355e-124,,,,,
mom_rank,continuous,fwd_vol_hi,2746,,,5.171614201392378e-101,-0.39102863203316396,0.39102863203316396,0.10093152024536356,-0.39102863203316396,5.171614201392378e-101,-0.37526092133627875,1.4803183375842157e-92,,,,,
dist_sma50,continuous,fwd_vol_hi,2937,,,1.2068772426078602e-82,-0.3445631963195695,0.3445631963195695,0.08021095906475151,-0.3445631963195695,1.2068772426078602e-82,-0.29705688833594074,6.553549407060163e-61,,,,,
rvol_10d,continuous,fwd_vol_hi,2976,,,2.059614628915194e-74,0.3255265074159107,0.3255265074159107,0.07273768861699903,0.3255265074159107,2.059614628915194e-74,0.31671933348749753,2.5036648202948733e-70,,,,,
range_pct,continuous,fwd_vol_hi,2986,,,3.6652831109657573e-44,0.25109561661744234,0.25109561661744234,0.05572047252118706,0.25109561661744234,3.6652831109657573e-44,0.2705121674293896,3.089164366132636e-51,,,,,
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Purva_Ashadha|NANDA,0.6956521739130435,,0.6956521739130435,23.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Purva_Ashadha|PURNA,0.4444444444444444,,0.4444444444444444,18.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Shatabhisha|NANDA,0.44,,0.44,25.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Shatabhisha|JAYA,0.4782608695652174,,0.4782608695652174,23.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Shatabhisha|BHADRA,0.6086956521739131,,0.6086956521739131,23.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Rohini|RIKTA,0.36363636363636365,,0.36363636363636365,22.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Rohini|PURNA,0.5454545454545454,,0.5454545454545454,22.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Rohini|NANDA,0.5333333333333333,,0.5333333333333333,15.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Rohini|JAYA,0.7272727272727273,,0.7272727272727273,22.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Rohini|BHADRA,0.5,,0.5,22.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Revati|RIKTA,0.3157894736842105,,0.3157894736842105,19.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Revati|PURNA,0.6666666666666666,,0.6666666666666666,27.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Revati|NANDA,0.6,,0.6,20.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Revati|JAYA,0.4583333333333333,,0.4583333333333333,24.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Revati|BHADRA,0.375,,0.375,24.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Pushya|RIKTA,0.5625,,0.5625,16.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Pushya|PURNA,0.64,,0.64,25.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Shatabhisha|PURNA,0.35294117647058826,,0.35294117647058826,17.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Pushya|JAYA,0.6071428571428571,,0.6071428571428571,28.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Pushya|BHADRA,0.6666666666666666,,0.6666666666666666,21.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Purva_Phalguni|RIKTA,0.7142857142857143,,0.7142857142857143,21.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Purva_Phalguni|PURNA,0.7142857142857143,,0.7142857142857143,14.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Purva_Phalguni|NANDA,0.7391304347826086,,0.7391304347826086,23.0
ix_nak_tithi_qual,categorical,fwd_dir_3d,2986,135.0,181.86709384447812,0.003750198712082685,0.24679261616452028,0.24679261616452028,0.031415427033308435,,,,,Purva_Phalguni|JAYA,0.44,,0.44,25.0
