date,classification,net_score,bull_score,bear_score,n_bull_patterns,n_bear_patterns,paksha,tithi_num,tithi_quality,nak_mo_name,yoga_name,yoga_quality,karana,vara_lord,dig_Ju,dig_Sa,dig_Mo,retro_Me,comb_Mo,gajakesari,sade_sati,mahadasha,active_bull_patterns,active_bear_patterns
2026-11-19,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,10,Purna,PurvaBhadrapada,Harshana,auspicious,Taitila,Ju,friendly,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-11-20,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,11,Nanda,UttaraBhadrapada,Vajra,inauspicious,Vanija,Ve,friendly,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-11-23,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,14,Rikta,Bharani,Variyan,auspicious,Vanija,Mo,friendly,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-11-25,WATCH_BEAR,-0.5745,0.0,0.5745,0,2,KRISHNA,17,Bhadra,Rohini,Siddha,auspicious,Taitila,Me,friendly,neutral,exalted,0,0,1,1,Su,,paksha|dig_Me|sade_sati_phase=KRISHNA||friendly||rising|dig_Sa=neutral
2026-11-26,WATCH_BEAR,-0.5745,0.0,0.5745,0,2,KRISHNA,18,Jaya,Mrigashira,Sadhya,auspicious,Vanija,Ju,friendly,neutral,friendly,0,0,0,1,Su,,paksha|dig_Me|sade_sati_phase=KRISHNA||friendly||rising|dig_Sa=neutral
2026-11-27,WATCH_BEAR,-0.5745,0.0,0.5745,0,2,KRISHNA,19,Rikta,Punarvasu,Shubha,auspicious,Bava,Ve,friendly,neutral,friendly,0,0,0,1,Su,,paksha|dig_Me|sade_sati_phase=KRISHNA||friendly||rising|dig_Sa=neutral
2026-11-30,WATCH_BEAR,-0.5745,0.0,0.5745,0,2,KRISHNA,22,Bhadra,Magha,Vaidhriti,inauspicious,Bava,Mo,friendly,neutral,friendly,0,0,1,1,Su,,paksha|dig_Me|sade_sati_phase=KRISHNA||friendly||rising|dig_Sa=neutral
2026-12-01,WATCH_BEAR,-0.5745,0.0,0.5745,0,2,KRISHNA,23,Jaya,PurvaPhalguni,Vishkambha,inauspicious,Kaulava,Ma,friendly,neutral,friendly,0,0,1,1,Su,,paksha|dig_Me|sade_sati_phase=KRISHNA||friendly||rising|dig_Sa=neutral
2026-12-02,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,24,Rikta,UttaraPhalguni,Priti,auspicious,Garija,Me,friendly,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2026-12-03,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,25,Purna,Hasta,Ayushman,auspicious,Vishti,Ju,friendly,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2026-12-04,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,26,Nanda,Chitra,Saubhagya,auspicious,Balava,Ve,friendly,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2026-12-07,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,29,Rikta,Anuradha,Sukarma,auspicious,Shakuni,Mo,friendly,neutral,debilitated,0,0,1,1,Su,,dig_Sa=neutral
2026-12-08,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,30,Purna,Anuradha,Dhriti,auspicious,Naga,Ma,friendly,neutral,debilitated,0,1,1,1,Su,,dig_Sa=neutral
2026-12-09,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,1,Nanda,Jyeshtha,Shoola,inauspicious,Kimstughna,Me,friendly,neutral,debilitated,0,1,1,1,Su,,dig_Sa=neutral
2026-12-10,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,2,Bhadra,Mula,Ganda,inauspicious,Balava,Ju,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-12-11,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,3,Jaya,PurvaAshadha,Vriddhi,auspicious,Taitila,Ve,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-12-14,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,5,Purna,Dhanishtha,Harshana,auspicious,Balava,Mo,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-12-15,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,6,Nanda,Shatabhisha,Vajra,inauspicious,Taitila,Ma,friendly,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-12-16,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,7,Bhadra,PurvaBhadrapada,Siddhi,auspicious,Vanija,Me,friendly,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-12-17,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,8,Jaya,UttaraBhadrapada,Vyatipata,inauspicious,Bava,Ju,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-12-18,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,9,Rikta,Revati,Variyan,auspicious,Kaulava,Ve,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-12-21,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,12,Bhadra,Krittika,Siddha,auspicious,Balava,Mo,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2026-12-22,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,14,Rikta,Rohini,Sadhya,auspicious,Garija,Ma,friendly,neutral,exalted,0,0,1,1,Su,,dig_Sa=neutral
2026-12-23,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,15,Purna,Mrigashira,Shukla,auspicious,Vishti,Me,friendly,neutral,exalted,0,0,1,1,Su,,dig_Sa=neutral
2026-12-24,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,16,Nanda,Ardra,Brahma,auspicious,Kaulava,Ju,friendly,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2026-12-28,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,21,Nanda,PurvaPhalguni,Priti,auspicious,Garija,Mo,friendly,neutral,friendly,0,0,1,1,Su,,dig_Sa=neutral
2026-12-29,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,22,Bhadra,UttaraPhalguni,Saubhagya,auspicious,Vishti,Ma,friendly,neutral,friendly,0,0,1,1,Su,,dig_Sa=neutral
2026-12-30,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,23,Jaya,Hasta,Shobhana,auspicious,Balava,Me,friendly,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2026-12-31,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,24,Rikta,Chitra,Atiganda,inauspicious,Taitila,Ju,friendly,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-01-01,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,25,Purna,Swati,Sukarma,auspicious,Vanija,Ve,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-04,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,27,Bhadra,Anuradha,Ganda,inauspicious,Taitila,Mo,friendly,neutral,debilitated,0,0,1,1,Su,,dig_Sa=neutral
2027-01-05,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,28,Jaya,Jyeshtha,Vriddhi,auspicious,Vanija,Ma,friendly,neutral,debilitated,0,0,1,1,Su,,dig_Sa=neutral
2027-01-06,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,29,Rikta,Mula,Dhruva,auspicious,Shakuni,Me,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-07,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,30,Purna,PurvaAshadha,Vyaghata,inauspicious,Naga,Ju,friendly,neutral,neutral,0,1,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-08,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,1,Nanda,UttaraAshadha,Harshana,auspicious,Bava,Ve,friendly,neutral,neutral,0,1,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-11,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,4,Rikta,Dhanishtha,Siddhi,auspicious,Vanija,Mo,friendly,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-12,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,5,Purna,Shatabhisha,Vyatipata,inauspicious,Bava,Ma,friendly,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-13,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,6,Nanda,PurvaBhadrapada,Variyan,auspicious,Kaulava,Me,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-14,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,7,Bhadra,UttaraBhadrapada,Shiva,auspicious,Garija,Ju,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-15,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,8,Jaya,Revati,Siddha,auspicious,Vishti,Ve,friendly,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-18,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,11,Nanda,Krittika,Shukla,auspicious,Vanija,Mo,friendly,neutral,exalted,0,0,1,1,Su,,dig_Sa=neutral
2027-01-19,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,12,Bhadra,Rohini,Brahma,auspicious,Bava,Ma,friendly,neutral,exalted,0,0,1,1,Su,,dig_Sa=neutral
2027-01-20,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,13,Jaya,Ardra,Indra,auspicious,Taitila,Me,friendly,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-01-21,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,14,Rikta,Punarvasu,Vaidhriti,inauspicious,Vanija,Ju,friendly,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-01-22,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,15,Purna,Pushya,Priti,auspicious,Bava,Ve,friendly,neutral,own,0,0,0,1,Su,,dig_Sa=neutral
2027-01-25,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,19,Rikta,PurvaPhalguni,Shobhana,auspicious,Bava,Mo,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-01-26,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,20,Purna,UttaraPhalguni,Atiganda,inauspicious,Taitila,Ma,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-01-27,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,21,Nanda,Hasta,Sukarma,auspicious,Vanija,Me,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-01-28,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,22,Bhadra,Chitra,Shoola,inauspicious,Bava,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-01-29,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,23,Jaya,Swati,Ganda,inauspicious,Kaulava,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-01,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,26,Nanda,Jyeshtha,Vyaghata,inauspicious,Bava,Mo,exalted,neutral,debilitated,0,0,0,1,Su,,dig_Sa=neutral
2027-02-02,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,27,Bhadra,Mula,Vyaghata,inauspicious,Kaulava,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-03,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,28,Jaya,PurvaAshadha,Harshana,auspicious,Garija,Me,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-04,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,29,Rikta,UttaraAshadha,Vajra,inauspicious,Vishti,Ju,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-05,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,29,Rikta,UttaraAshadha,Siddhi,auspicious,Shakuni,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-08,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,2,Bhadra,Shatabhisha,Parigha,inauspicious,Kaulava,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-09,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,3,Jaya,PurvaBhadrapada,Shiva,auspicious,Garija,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-10,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,4,Rikta,UttaraBhadrapada,Siddha,auspicious,Vishti,Me,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-11,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,5,Purna,Revati,Sadhya,auspicious,Balava,Ju,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-12,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,6,Nanda,Ashwini,Shubha,auspicious,Taitila,Ve,exalted,neutral,neutral,1,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-15,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,9,Rikta,Rohini,Vaidhriti,inauspicious,Kaulava,Mo,exalted,neutral,exalted,1,0,0,1,Su,,dig_Sa=neutral
2027-02-16,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,10,Purna,Mrigashira,Vishkambha,inauspicious,Garija,Ma,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-17,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,11,Nanda,Ardra,Priti,auspicious,Vishti,Me,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-18,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,13,Jaya,Punarvasu,Ayushman,auspicious,Kaulava,Ju,exalted,neutral,own,1,0,1,1,Su,,dig_Sa=neutral
2027-02-19,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,14,Rikta,Pushya,Saubhagya,auspicious,Garija,Ve,exalted,neutral,own,1,0,1,1,Su,,dig_Sa=neutral
2027-02-22,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,17,Bhadra,UttaraPhalguni,Dhriti,auspicious,Garija,Mo,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-23,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,18,Jaya,Hasta,Shoola,inauspicious,Vishti,Ma,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-24,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,19,Rikta,Chitra,Ganda,inauspicious,Balava,Me,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-25,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,20,Purna,Swati,Vriddhi,auspicious,Taitila,Ju,exalted,neutral,neutral,1,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-26,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,21,Nanda,Vishakha,Dhruva,auspicious,Vanija,Ve,exalted,neutral,neutral,1,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-01,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,24,Rikta,Mula,Vajra,inauspicious,Garija,Mo,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-02,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,25,Purna,Mula,Siddhi,auspicious,Vishti,Ma,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-03,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,26,Nanda,PurvaAshadha,Vyatipata,inauspicious,Bava,Me,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-04,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,27,Bhadra,UttaraAshadha,Variyan,auspicious,Kaulava,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-05,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,28,Jaya,Shravana,Parigha,inauspicious,Garija,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-08,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,1,Nanda,PurvaBhadrapada,Sadhya,auspicious,Kimstughna,Mo,exalted,neutral,neutral,0,1,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-09,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,2,Bhadra,UttaraBhadrapada,Shubha,auspicious,Balava,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-10,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,3,Jaya,Revati,Shukla,auspicious,Taitila,Me,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-11,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,4,Rikta,Ashwini,Brahma,auspicious,Vanija,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-12,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,5,Purna,Bharani,Indra,auspicious,Bava,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-15,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,8,Jaya,Mrigashira,Ayushman,auspicious,Vishti,Mo,exalted,neutral,exalted,0,0,0,1,Su,,dig_Sa=neutral
2027-03-16,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,9,Rikta,Ardra,Saubhagya,auspicious,Balava,Ma,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-03-17,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,10,Purna,Punarvasu,Shobhana,auspicious,Taitila,Me,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-03-18,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,11,Nanda,Pushya,Atiganda,inauspicious,Vishti,Ju,exalted,neutral,own,0,0,1,1,Su,,dig_Sa=neutral
2027-03-19,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,12,Bhadra,Ashlesha,Sukarma,auspicious,Balava,Ve,exalted,neutral,own,0,0,1,1,Su,,dig_Sa=neutral
2027-03-22,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,16,Nanda,UttaraPhalguni,Vriddhi,auspicious,Balava,Mo,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-03-23,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,17,Bhadra,Hasta,Dhruva,auspicious,Taitila,Ma,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-03-24,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,18,Jaya,Chitra,Vyaghata,inauspicious,Vanija,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-25,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,19,Rikta,Swati,Harshana,auspicious,Bava,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-26,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,20,Purna,Vishakha,Vajra,inauspicious,Kaulava,Ve,exalted,neutral,debilitated,0,0,0,1,Su,,dig_Sa=neutral
2027-03-29,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,23,Jaya,Mula,Variyan,auspicious,Balava,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-30,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,23,Jaya,PurvaAshadha,Parigha,inauspicious,Kaulava,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-31,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,24,Rikta,UttaraAshadha,Shiva,auspicious,Garija,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-01,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,25,Purna,Shravana,Siddha,auspicious,Vishti,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-02,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,26,Nanda,Dhanishtha,Sadhya,auspicious,Balava,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-05,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,29,Rikta,PurvaBhadrapada,Brahma,auspicious,Vishti,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-06,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,30,Purna,UttaraBhadrapada,Indra,auspicious,Chatushpada,Ma,exalted,neutral,neutral,0,1,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-07,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,1,Nanda,Revati,Vaidhriti,inauspicious,Bava,Me,exalted,neutral,neutral,0,1,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-08,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,2,Bhadra,Ashwini,Vishkambha,inauspicious,Kaulava,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-09,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,3,Jaya,Krittika,Priti,auspicious,Garija,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
